EdLevel,YearsCodePro,Country,Gender,ConvertedCompYearly
Some college/university study without earning a degree,24,United Kingdom of Great Britain and Northern Ireland,Man,95486
Some college/university study without earning a degree,32,United Kingdom of Great Britain and Northern Ireland,Man,95486
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",15,Norway,Man,95409
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",9,Belgium,Man,95339
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",39,Canada,Man,95263
Primary/elementary school,5,Canada,Man,95263
Some college/university study without earning a degree,24,Canada,Man,95263
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",1,Switzerland,Man,95146
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",12,Sweden,Man,95076
Some college/university study without earning a degree,25,Sweden,Man,95076
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",1,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",1,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",1,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",1,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",1,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",7,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",7,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",8,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",9,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",11,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",8,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",13,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",14,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",15,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",17,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",17,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",19,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",20,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",21,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",22,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",22,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",23,United States of America,Man,95000
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",3,United States of America,Man,95000
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",6,United States of America,Man,95000
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",7,United States of America,Man,95000
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",7,United States of America,Man,95000
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",9,United States of America,Man,95000
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",10,United States of America,Man,95000
"Other doctoral degree (Ph.D., Ed.D., etc.)",5,United States of America,Man,95000
"Other doctoral degree (Ph.D., Ed.D., etc.)",12,United States of America,Man,95000
Primary/elementary school,3,United States of America,Man,95000
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,United States of America,Man,95000
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12,Argentina,Man,95000
Some college/university study without earning a degree,10,Poland,Man,95000
Some college/university study without earning a degree,11,Spain,Man,95000
Some college/university study without earning a degree,3,United States of America,Man,95000
Some college/university study without earning a degree,4,United States of America,Man,95000
Some college/university study without earning a degree,5,United States of America,Man,95000
Some college/university study without earning a degree,8,United States of America,Man,95000
Some college/university study without earning a degree,20,United States of America,Man,95000
Some college/university study without earning a degree,20,United States of America,Man,95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United States of America,"Non-binary, genderqueer, or gender non-conforming",95000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,United States of America,Woman,95000
Some college/university study without earning a degree,20,South Korea,Man,94986
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",15,United Kingdom of Great Britain and Northern Ireland,Man,94983
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",6,South Korea,Man,94980
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",8,Ireland,Man,94913
"Other doctoral degree (Ph.D., Ed.D., etc.)",15,Germany,Man,94913
Some college/university study without earning a degree,13,Germany,"Non-binary, genderqueer, or gender non-conforming",94913
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",23,Australia,Woman,94833
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",10,South Africa,Man,94829
Some college/university study without earning a degree,6,South Africa,Man,94829
Some college/university study without earning a degree,23,South Africa,Man,94829
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",9,Estonia,Man,94704
"Other doctoral degree (Ph.D., Ed.D., etc.)",13,Germany,Man,94700
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,Denmark,Man,94644
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",14,Denmark,Man,94644
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",20,Denmark,Man,94644
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",6,Denmark,Man,94644
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",6,Denmark,Man,94644
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",7,Denmark,Man,94644
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18,Denmark,Man,94644
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",23,Denmark,Man,94644
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",27,Denmark,Man,94644
"Other doctoral degree (Ph.D., Ed.D., etc.)",6,Denmark,Man,94644
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",12,Denmark,Man,94639
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25,Denmark,Man,94639
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",15,United States of America,Man,94625
Some college/university study without earning a degree,5,United States of America,Man,94600
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",12,Singapore,Man,94558
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United States of America,Man,94500
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18,United States of America,Man,94500
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,Canada,Man,94482
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",24,Canada,Man,94482
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25,Norway,Man,94372
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",16,Norway,Man,94372
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",11,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",12,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",12,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",13,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",17,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",8,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",12,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",13,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",13,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",14,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",14,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",17,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",20,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",20,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",16,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",22,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",28,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",28,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",32,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",37,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",37,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",6,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",7,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",9,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",9,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",10,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",4,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",8,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",14,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",21,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",12,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Other doctoral degree (Ph.D., Ed.D., etc.)",4,United Arab Emirates,Man,94230
"Other doctoral degree (Ph.D., Ed.D., etc.)",5,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",17,United Kingdom of Great Britain and Northern Ireland,Man,94230
Some college/university study without earning a degree,5,United Kingdom of Great Britain and Northern Ireland,Man,94230
Some college/university study without earning a degree,8,United Kingdom of Great Britain and Northern Ireland,Man,94230
Some college/university study without earning a degree,10,United Kingdom of Great Britain and Northern Ireland,Man,94230
Some college/university study without earning a degree,12,United Kingdom of Great Britain and Northern Ireland,Man,94230
Some college/university study without earning a degree,14,United Kingdom of Great Britain and Northern Ireland,Man,94230
Some college/university study without earning a degree,20,United Kingdom of Great Britain and Northern Ireland,Man,94230
Some college/university study without earning a degree,22,United Kingdom of Great Britain and Northern Ireland,Man,94230
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",9,United Kingdom of Great Britain and Northern Ireland,Woman,94230
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",10,India,Man,94150
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",7,Switzerland,Man,94112
"Other doctoral degree (Ph.D., Ed.D., etc.)",14,Switzerland,Man,94112
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,Switzerland,Man,94112
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",15,Japan,Man,94104
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",7,Japan,Man,94103
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25,Japan,Man,94103
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",12,Japan,Man,94103
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",16,Japan,Man,94103
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",20,Japan,Man,94103
Some college/university study without earning a degree,14,Japan,Man,94103
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",7,Estonia,Man,94087
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",1,United States of America,Man,94000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",1,United States of America,Man,94000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United States of America,Man,94000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,United States of America,Man,94000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,United States of America,Man,94000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",9,United States of America,Man,94000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",20,United States of America,Man,94000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",24,United States of America,Man,94000
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",3,United States of America,Man,94000
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",5,United States of America,Man,94000
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",10,United States of America,Man,94000
Primary/elementary school,1,United States of America,Man,94000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,United States of America,Woman,94000
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,Denmark,Man,93948
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",12,Sweden,Man,93864
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",4,Norway,Man,93853
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,Germany,Man,93846
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",11,Ireland,Man,93846
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",12,Netherlands,Man,93846
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,Netherlands,Man,93846
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",14,Netherlands,Man,93846
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",27,Germany,Man,93846
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",10,Germany,Man,93846
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",17,Germany,Man,93846
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",24,Germany,Man,93846
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",27,Germany,Man,93846
"Other doctoral degree (Ph.D., Ed.D., etc.)",5,Ireland,Man,93846
Primary/elementary school,11,Estonia,Man,93846
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,Poland,Man,93792
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",8,Australia,Man,93772
Primary/elementary school,2,United States of America,Man,93750
Some college/university study without earning a degree,30,United States of America,Man,93720
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",7,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",8,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",9,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",11,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",11,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",14,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",14,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",15,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",17,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",20,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",20,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",17,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",27,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",32,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",40,Canada,Man,93701
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",2,Canada,Man,93701
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",6,Canada,Man,93701
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",9,Canada,Man,93701
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",5,Canada,Man,93701
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",13,Canada,Man,93701
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18,Canada,Man,93701
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",23,Canada,Man,93701
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",15,Canada,Man,93701
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",20,Canada,Man,93701
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",30,Canada,Man,93701
"Other doctoral degree (Ph.D., Ed.D., etc.)",6,Canada,Man,93701
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8,Canada,Man,93701
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,Canada,Man,93701
Some college/university study without earning a degree,2,Canada,Man,93701
Some college/university study without earning a degree,9,Canada,Man,93701
Some college/university study without earning a degree,15,Canada,Man,93701
Some college/university study without earning a degree,12,Canada,Man,93701
Some college/university study without earning a degree,22,Canada,Man,93701
Some college/university study without earning a degree,20,Canada,Man,93701
Some college/university study without earning a degree,25,Canada,Man,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",9,Canada,Woman,93701
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",7,Denmark,Man,93696
"Other doctoral degree (Ph.D., Ed.D., etc.)",28,Canada,Man,93696
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",20,Germany,Man,93633
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",12,United States of America,Man,93600
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",11,Czech Republic,Man,93540
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",17,Czech Republic,Man,93540
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",8,Russian Federation,Man,93516
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",13,Russian Federation,Man,93516
Some college/university study without earning a degree,14,Russian Federation,Man,93516
Some college/university study without earning a degree,25,Russian Federation,Man,93516
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,United States of America,Man,93500
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,United States of America,Man,93500
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",7,United States of America,Man,93500
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",16,Brazil,Man,93480
Some college/university study without earning a degree,15,Brazil,Man,93480
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",28,Germany,Man,93471
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,Italy,Man,93420
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,Australia,Man,93418
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,Australia,Man,93418
Primary/elementary school,10,Australia,Man,93418
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,Norway,Man,93336
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,Norway,Man,93335
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",20,Norway,Man,93335
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",22,Norway,Man,93335
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",36,Norway,Man,93335
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",7,Norway,Man,93335
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",8,Norway,Man,93335
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25,Norway,Man,93335
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",36,Norway,Man,93335
Some college/university study without earning a degree,25,Norway,Man,93335
"Other doctoral degree (Ph.D., Ed.D., etc.)",12,Norway,Woman,93335
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",9,Netherlands,Man,93331
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,Ireland,Man,93313
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,Israel,Man,93264
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25,Israel,Man,93264
Primary/elementary school,4,Israel,Man,93264
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,Israel,Man,93264
Some college/university study without earning a degree,2,Israel,Man,93264
Some college/university study without earning a degree,3,Israel,Man,93264
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",5,United Kingdom of Great Britain and Northern Ireland,Man,93224
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",9,Romania,Man,93180
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,Romania,Man,93180
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",10,Romania,Man,93180
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25,United Kingdom of Great Britain and Northern Ireland,Man,93099
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,Switzerland,Man,93078
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",7,Switzerland,Man,93078
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,Switzerland,Man,93078
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",1,Switzerland,Man,93078
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",8,France,Man,93078
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",5,Switzerland,Man,93078
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,Switzerland,Man,93078
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11,Switzerland,Man,93078
"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",15,Switzerland,Man,93072
"Bachelor's degree (B.A., B.S., B.Eng., etc.)",1,United States of America,Man,93000
